0adb74,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541283765,07c88e,200
07c88e,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541283765,,500
08eb31,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541283863,e25f71,200
e25f71,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541283863,,500
b513d8,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541366314,9ebf89,200
9ebf89,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541366314,,500
c15fb1,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367452,9798d0,200
9798d0,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367452,,500
5a0ac6,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367537,18e114,200
18e114,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367537,,500
c76550,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367690,3ba471,200
3ba471,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541367690,,500
b27d9d,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/_fragment?_path=_format%3Dhtml%26_locale%3Den%26_controller%3DFontBundle%253ADefault%253Amenu,1541368098,a69040,200
a69040,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/,1541368098,,200
540dcc,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/js/routing?callback=fos.Router.setData,1541368099,,200
121240,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/_fragment?_path=_format%3Dhtml%26_locale%3Den%26_controller%3DFontBundle%253ADefault%253Amenu,1541368101,d13172,200
d13172,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/login,1541368101,,200
1e934f,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/js/routing?callback=fos.Router.setData,1541368101,,200
3cb1c8,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket,1541368127,,301
5791b3,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/,1541368128,,200
951f6e,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/js/routing?callback=fos.Router.setData,1541368128,,200
1b5c46,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user4-128x128.jpg,1541368128,e2743b,200
e2743b,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user4-128x128.jpg,1541368128,,404
1f2766,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user2-160x160.jpg,1541368128,3f9768,200
3f9768,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user2-160x160.jpg,1541368128,,404
d6e9a0,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user3-128x128.jpg,1541368128,8a37d6,200
8a37d6,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/dist/img/user3-128x128.jpg,1541368129,,404
49e329,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/show,1541368132,,200
70a67a,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/js/routing?callback=fos.Router.setData,1541368132,,200
02d3f3,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user2-160x160.jpg,1541368133,008381,200
008381,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user2-160x160.jpg,1541368133,,404
28e6b3,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user3-128x128.jpg,1541368133,d7f505,200
d7f505,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user3-128x128.jpg,1541368133,,404
327f96,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user4-128x128.jpg,1541368133,7e4398,200
7e4398,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user4-128x128.jpg,1541368133,,404
e96cd9,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/pdf,1541368140,,200
7809bb,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/edit,1541368258,,200
