9c81ed,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/js/routing?callback=fos.Router.setData,1541368258,,200
bb34c4,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user2-160x160.jpg,1541368258,d0ccfc,200
d0ccfc,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user2-160x160.jpg,1541368258,,404
178c1a,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user3-128x128.jpg,1541368258,46a3f8,200
795826,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user4-128x128.jpg,1541368258,329e75,200
46a3f8,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user3-128x128.jpg,1541368258,,404
329e75,127.0.0.1,GET,http://127.0.0.1/projetecommerce/web/app_dev.php/ticket/1/dist/img/user4-128x128.jpg,1541368258,,404
51c9fa,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758339,d26d68,200
d26d68,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758339,,500
493db5,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758370,7f9fcc,200
7f9fcc,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758370,,500
741920,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758759,1af6b6,200
1af6b6,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541758759,,500
b05306,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541773101,5f5d00,200
5f5d00,127.0.0.1,GET,http://localhost/projetecommerce/web/app_dev.php/,1541773101,,500
